"an apparent false alarm on September 24-25, 2005",the U.S. Government Biowatch sensors,"The Francisella biocluster primers were used in an investigation to understand why the U.S. Government Biowatch sensors were triggered by an apparent false alarm on September 24-25, 2005 during a large public gathering along the Capital Mall area in Washington, DC."
a depletion of nutrients required for viral production and cell maintenance,The growth attenuation,"The growth attenuation could be due to a number of factors including a hardening of the overlay, a depletion of nutrients required for viral production and cell maintenance, and the widespread destruction of the cell monolayer leading to holes and irregularities disrupting and limiting further growth."
a number of factors including a hardening of the overlay,The growth attenuation,"The growth attenuation could be due to a number of factors including a hardening of the overlay, a depletion of nutrients required for viral production and cell maintenance, and the widespread destruction of the cell monolayer leading to holes and irregularities disrupting and limiting further growth."
the widespread destruction of the cell monolayer,holes and irregularities disrupting and limiting further growth,"The growth attenuation could be due to a number of factors including a hardening of the overlay, a depletion of nutrients required for viral production and cell maintenance, and the widespread destruction of the cell monolayer leading to holes and irregularities disrupting and limiting further growth."
the widespread destruction of the cell monolayer,The growth attenuation,"The growth attenuation could be due to a number of factors including a hardening of the overlay, a depletion of nutrients required for viral production and cell maintenance, and the widespread destruction of the cell monolayer leading to holes and irregularities disrupting and limiting further growth."
an imbalance in the Th17/T regulator cell ratio,The gut harbours the majority of commensal microorganisms,"The gut harbours the majority of commensal microorganisms, and a variation in gut flora has been associated with an imbalance in the Th17/T regulator cell ratio."
an imbalance in the Th17/T regulator cell ratio,a variation in gut flora,"The gut harbours the majority of commensal microorganisms, and a variation in gut flora has been associated with an imbalance in the Th17/T regulator cell ratio."
aberrant innate responses,The highly fatal outcome of infection with Ebola Zaire strain in humans,"The highly fatal outcome of infection with Ebola Zaire strain in humans had been associated with aberrant innate responses, characterized by CS, with hypersecretion of numerous pro-inflammatory cytokines, chemokines and growth factors."
a predominance of infiltrating neutrophils,The innate or acute inflammatory component,The innate or acute inflammatory component is associated with a predominance of infiltrating neutrophils.
an inadequate maintenance of the mask,The internal contamination,"The internal contamination is mainly due to an inadequate maintenance of the mask, but could be significantly reduced by wearer training, adapted maintenance, and storage protocols (such as sterilization)."
a set of important cuts in the financing of public health,The lack of hospital beds,The lack of hospital beds has been attributed to a set of important cuts in the financing of public health over the last years that also result in a reduction of hospital beds both in general and in the intensive care units on the whole territory.
cuts in the financing of public health,reduction of hospital beds both in general and in the intensive care units,The lack of hospital beds has been attributed to a set of important cuts in the financing of public health over the last years that also result in a reduction of hospital beds both in general and in the intensive care units on the whole territory.
a pro-inflammatory response,regulated molecular/cellular functions in the IFN-treated macaque group compared to PBS-infected animals,"The most significantly  regulated molecular/cellular functions in the IFN-treated macaque group compared to PBS-infected animals were associated with  a pro-inflammatory response  and included cellular growth and proliferation, cell death, cell movement, and cell-to-cell signalling, similar to what was observed for the aged macaque group, although less genes per function were differentially expressed ( Figure S5A) ."
specific individual throughout,The number of secondary infections,The number of secondary infections caused by a specific individual throughout the time that the individual is infectious is called the ''individual reproductive number'' [14] .
The number of secondary transmissions produced by a single primary case has been shown to be highly variable,multiple secondary cases that comprise large nosocomial clusters,"The number of secondary transmissions produced by a single primary case has been shown to be highly variable, 10 11 and, in fact, based on contact tracing efforts, several superspreaders during the Korean outbreak have been linked to multiple secondary cases that comprise large nosocomial clusters."
preferential labeling by the anterograde transsynaptic virus of indirect pathway MSNs in this experiment,The observed results,"The observed results  could be due to a preferential labeling by the anterograde transsynaptic virus of indirect pathway MSNs in this experiment, which then synapse onto the GP, thereby reflecting a viral bias."
The occurrence of CRS,an increased risk of mortality,The occurrence of CRS was associated with an increased risk of mortality (p = 0.017).
an unknown pathogen,coronavirus disease (COVID-19),"The outbreak of respiratory illness, now known as coronavirus disease (COVID-19), caused by an unknown pathogen subsequently identified as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first reported in Wuhan, China on 31 December 2019 [1] ."
an unknown pathogen,The outbreak of respiratory illness,"The outbreak of respiratory illness, now known as coronavirus disease (COVID-19), caused by an unknown pathogen subsequently identified as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first reported in Wuhan, China on 31 December 2019 [1] ."
The overproduction and accumulation of melanin,age spots,"The overproduction and accumulation of melanin causes  age spots, freckles, melisma, and hyperpigmentation."
The overproduction and accumulation of melanin,freckles,"The overproduction and accumulation of melanin causes  age spots, freckles, melisma, and hyperpigmentation."
The overproduction and accumulation of melanin,melisma,"The overproduction and accumulation of melanin causes  age spots, freckles, melisma, and hyperpigmentation."
The overproduction and accumulation of melanin,hyperpigmentation,"The overproduction and accumulation of melanin causes  age spots, freckles, melisma, and hyperpigmentation."
a primary case in a totally susceptible population and in the absence of intervention,the number of secondary cases,"The parameter R 0 is the basic reproduction number as usually defined; that is, the number of secondary cases created by a primary case in a totally susceptible population and in the absence of intervention."
The PCV,a >25% decrease in streptococcal pneumonia,"The PCV has been associated with a >25% decrease in streptococcal pneumonia, as well as lowering the risk of invasive pneumococcal disease and of pneumonia caused by antibiotics-resistant pneumococcal strain."
a primary alcohol,The peak at 1043.3cm in the GA spectrum,The peak at 1043.3cm in the GA spectrum might be due to a primary alcohol and its shift to 1064 cm was due to a hydrogen bonding interaction between GA and GGAA.
a hydrogen bonding interaction between GA and GGAA,its shift to 1064 cm,The peak at 1043.3cm in the GA spectrum might be due to a primary alcohol and its shift to 1064 cm was due to a hydrogen bonding interaction between GA and GGAA.
an infected cell is methylated by the Pgl system methylases,the DNA of progeny virions,"The Pgl system appears to function by ""reverse restrictionmodification"": here the DNA of progeny virions produced by  an infected cell is methylated by the Pgl system methylases and restricted upon reinfection by its DNase components."
such an event,The possible viral advantage,The possible viral advantage resulting from such an event is discussed (Table 3) .
an increased risk for colonization by S. aureus as well as S. pneumoniae,The presence of influenza viruses in general,"The presence of influenza viruses in general was associated with an increased risk for colonization by S. aureus as well as S. pneumoniae, both of which are also supported by observations during flu pandemics."
The presence or the level of each predictive factor,"a point system, allowing summing up the points for 8 independent predictors","The presence or the level of each predictive factor is associated with  a point system, allowing summing up the points for 8 independent predictors."
a returnee from the Middle East,The recent outbreak of MERS coronavirus in Korea,The recent outbreak of MERS coronavirus in Korea was also caused by a returnee from the Middle East.
IRF1 binding sites in the IRG1 locus,active chromatin marks,"The results show that, in the human monocyte lineage,  IRF1 binding sites in the IRG1 locus  are associated with   active chromatin marks, such as H3K4me1 and H3K27ac, which mark active/poised enhancers and which could represent putative IRF1 binding sites responsible for IRG1 expression."
IRF1 binding sites in the IRG1 locus,H3K4me1 and H3K27ac,"The results show that, in the human monocyte lineage,  IRF1 binding sites in the IRG1 locus  are associated with   active chromatin marks, such as H3K4me1 and H3K27ac, which mark active/poised enhancers and which could represent putative IRF1 binding sites responsible for IRG1 expression."
an H5N1 influenza strain,The risk of a devastating human influenza pandemic,The risk of a devastating human influenza pandemic caused by an H5N1 influenza strain remains difficult to quantify.
an altered DNA replication,The S phase tardiness,"The S phase tardiness may be associated with an altered DNA replication, since several MCM proteins, which are components of DNA helicase, were upregulated (Table 1 )."
the use of LNA,The superior performance of MSS,"The superior performance of MSS can be attributed to the use of LNA to capture the correlations between epidemic compartments throughout the simulated outbreak, and to the state updating procedure employed by MSS."
a single introduction from Liberia,the EVD outbreak in Nigeria,"The tree confirms that  the EVD outbreak in Nigeria was due to  a single introduction from Liberia, as suggested by contact tracing."
aggregation dynamics affecting the probability of virion-clay contact,The variation in infectivity loss at comparable platelet and virion populations,The variation in infectivity loss at comparable platelet and virion populations may be due to aggregation dynamics affecting the probability of virion-clay contact.
amplification of the plasmid,The vector,The vector was produced by amplification of the plasmid.
an increase of 10 Âµg/m 3 in PM 2.5 levels,the nationwide measles incidence,Their meta-analyses showed that the nationwide measles incidence was significantly associated with an increase of 10 Âµg/m 3 in PM 2.5 levels.
activated defense responses,the poor viral infection in knokedown plants,"Therefore, it is possible that the poor viral infection in knokedown plants was due to activated defense responses."
an accurate differential diagnosis,sharing similar clinical features,"Therefore, the diagnosis of swine diarrhea has become increasingly complicated and due to sharing similar clinical features caused by different enteric pathogens, an accurate differential diagnosis can only be achieved via laboratory tests."
different enteric pathogens,sharing similar clinical features,"Therefore, the diagnosis of swine diarrhea has become increasingly complicated and due to sharing similar clinical features caused by different enteric pathogens, an accurate differential diagnosis can only be achieved via laboratory tests."
accelerated pathogen destruction beyond the effects of temperature,the exposure of viruses to the complex microbial environment,"Therefore, the exposure of viruses to the complex microbial environment and  decomposition by-products of compost is associated with  accelerated pathogen destruction beyond the effects of temperature."
accelerated pathogen destruction beyond the effects of temperature,decomposition by-products of compost,"Therefore, the exposure of viruses to the complex microbial environment and  decomposition by-products of compost is associated with  accelerated pathogen destruction beyond the effects of temperature."
activated TF path,"the concept of ""DIC"" in sepsis-associated coagulopathy","Therefore,the concept of ""DIC"" in sepsis-associated coagulopathy is due to activated TF path producing ""fibrin clots"" is an incorrect interpretation."
ALI culture,encapsidated virions,These An ALI Method To Study EBV Pathogenesis data support the idea that the majority of encapsidated virions produced from ALI culture are indeed infectious.
CyPA,inflammatory infiltration and alveolar bone destruction of periodontitis,These data suggest that CyPA is associated with the inflammatory infiltration and alveolar bone destruction of periodontitis.
inflammatory infiltration and alveolar bone destruction of periodontitis,CyPA,These data suggest that CyPA is associated with the inflammatory infiltration and alveolar bone destruction of periodontitis.
activation and elevation of the suppressor regulator Mad1,active hTERT intracellular down regulation,"These data unambiguously demonstrates our suggestion that  active hTERT intracellular down regulation is caused by  activation and elevation of the suppressor regulator Mad1, different transcription factors that regulates hTERT promoter might be involved."
an index case,number of secondary cases,"These events occur when variability between individuals, environmental effects or an interaction between the two results in a highly skewed distribution for the number of secondary cases caused by an index case."
STAT3 activation,conformational changes in the GFAP,These findings imply that there are conformational changes in the GFAP brought about by STAT3 activation.
G6PD deficiency,an improvement in insulin resistance,"These G6PD-deficient mice exhibit glucose and insulin tolerance as well as reduced insulin signaling, suggesting that G6PD deficiency is associated with an improvement in insulin resistance."
an enhanced release or accessibility of bacterial cell wall components to TLR2,DpgdA,These observations also correlate with our early hypothesis that the inflammatory response induced by DpgdA is due to an enhanced release or accessibility of bacterial cell wall components to TLR2.
DpgdA,the inflammatory response,These observations also correlate with our early hypothesis that the inflammatory response induced by DpgdA is due to an enhanced release or accessibility of bacterial cell wall components to TLR2.
a single-dose inoculation of mice with rVSV co-expressing prM-E/E truncations,high levels of serum antibody response,These results demonstrate that a single-dose inoculation of mice with rVSV co-expressing prM-E/E truncations triggered high levels of serum antibody response as early as 1-2 weeks post-inoculation.
an enhanced apoptosis mediated by caspase activation,the increased CPE observed in rTGEV-D7 infected cells,These results indicated that  the increased CPE observed in rTGEV-D7 infected cells was most likely due to  an enhanced apoptosis mediated by caspase activation.
poor hand hygiene,a risk of SARS-CoV-2 HCW,"They found that poor hand hygiene, despite the use of full PPE, was independently associated with a risk of SARS-CoV-2 HCW transmission using multivariate logistic regression in a retrospective cohort study with a relative risk (RR) of 3.07 (95% CI 1.14-5.15) and 2.45 ( 95% CI1.45-4.03), respectively, in a high risk and low risk clinical unit, which supports the overall findings of our review with specific reference to the COVID-19 virus."
poorly studied cases,partial information regarding the virus and its hosts,"They may reflect (i) poorly studied cases, which leads to partial information regarding the virus and its hosts ; and (ii) cases where the dependency on virus-host pair is stronger because of a specific molecular barrier that restricts the host range."
COVID-19 diagnosis context,pneumonia diagnosis is much lower than for a COVID-19 diagnosis,"Thirdly, taking COVID-19 diagnosis context into account, the risk resulting from a pneumonia diagnosis is much lower than for a COVID-19 diagnosis."
This applies also to the 2009 outbreak,few deaths in those areas with good reporting systems in place,"This applies also to the 2009 outbreak , which caused relatively  few deaths in those areas with good reporting systems in place."
an accidental release of recombinant influenza,a global pandemic,"This concern evolved to encompass biosafety concerns that an accidental release of recombinant influenza could cause a global pandemic (Lipsitch and Galvani, 2014; Lipsitch and Inglesby, 2014; Evans et al., 2015) ."
alveolar exudates,lethal disease,"This conclusion is further supported by non-human primate and mouse models of SARS-CoV infection, where  lethal disease is more often associated with  severe pulmonary lesions ,  alveolar exudates and  respiratory dysfunction than with high viral load."
respiratory dysfunction,lethal disease,"This conclusion is further supported by non-human primate and mouse models of SARS-CoV infection, where  lethal disease is more often associated with  severe pulmonary lesions ,  alveolar exudates and  respiratory dysfunction than with high viral load."
severe pulmonary lesions,lethal disease,"This conclusion is further supported by non-human primate and mouse models of SARS-CoV infection, where  lethal disease is more often associated with  severe pulmonary lesions ,  alveolar exudates and  respiratory dysfunction than with high viral load."
a number of reasons,This enrichment,"This enrichment may be due to a number of reasons: first of all, the survival and proliferation of hematopoietic cell-derived stem cells are absolutely M-CSF dependent 24 ."
monosodium urate crystals,DAMP cascade,"This is similar to the DAMP cascade caused by monosodium urate crystals, an original candidate model for aluminum mode of action, and helps to explain conflicting results for urate crystals and aluminum salt adjuvants."
an original candidate model for aluminum mode of action,DAMP cascade,"This is similar to the DAMP cascade caused by monosodium urate crystals, an original candidate model for aluminum mode of action, and helps to explain conflicting results for urate crystals and aluminum salt adjuvants."
an index case is Poisson distributed with expected value,the number of secondary cases,"This model, proposed by White & Pagano [11] , relies on the assumption that  the number of secondary cases caused by an index case is Poisson distributed with expected value"
Actinomyces species,a chronic suppurative pulmonary or endobronchial infection,"Thoracic actinomycosis is a chronic suppurative pulmonary or endobronchial infection caused by  Actinomyces species, most frequently Actinomyces israelii considered to be a gram-positive branching filamentous bacterium."
an over-amplified host inflammatory response,functional deterioration,"Thus, administration with these drugs may mitigate immune-mediated lung injury and reduce functional deterioration caused by an over-amplified host inflammatory response."
activation of EGFR,infectious RSV cell entry,"Thus, we concluded that infectious RSV cell entry and endocytosis were associated with activation of EGFR and its downstream signaling partners including PI3K and PKC."
activation of EGFR,endocytosis,"Thus, we concluded that infectious RSV cell entry and endocytosis were associated with activation of EGFR and its downstream signaling partners including PI3K and PKC."
lower levels of inflammatory factors in the respiratory tract,longer survival when compared wild-type animals,TLR3 mice showed a longer survival when compared wild-type animals and this effect was associated with a reduction of inflammatory cells recruitment and lower levels of inflammatory factors in the respiratory tract.
reduction of inflammatory cells recruitment,longer survival when compared wild-type animals,TLR3 mice showed a longer survival when compared wild-type animals and this effect was associated with a reduction of inflammatory cells recruitment and lower levels of inflammatory factors in the respiratory tract.
13 serotypes of PTV,variety of clinical diseases,"To date, 13 serotypes of PTV have been associated with a variety of clinical diseases."
a partial misalignment of short reads that originated from very abundant RNAs sharing high sequence similarities,the possibility that an identification of a non-miRNA small RNA,"To minimize the possibility that an identification of a non-miRNA small RNA was due to a partial misalignment of short reads that originated from very abundant RNAs sharing high sequence similarities, we located all genomic regions with high sequence similarity to each putative small RNA locus."
a single infected individual,the average number of secondary infections,"To quantify variation in transmission strength over time, we estimated the weekly effective reproduction number, defined as the average number of secondary infections caused bya single infected individual ."
AIDS,the number of new infections and deaths,Topical microbicides that prevent HIV-1 transmission could dramatically reduce the number of new infections and deaths resulting from AIDS each year.
policy changes,the change in contact rate,"Traditional modeling can retrospectively estimate the change in contact rate brought about by policy changes, in our approach we build upon this technique to allow the integration of richer, daily information based on the actual activities of a population."
Treatment with SM21 or amphotericin B,a 20% or 5% reduction in monocyte viability,"Treatment with SM21 or amphotericin B caused, respectively, a 20% or 5% reduction in monocyte viability compared with the controls."
Ulcers,acute/chronic inflammatory cell infiltration in submucosa,Ulcers will be associated with acute/chronic inflammatory cell infiltration in submucosa.
a relatively high level of ROS,induction of cell apoptosis or necrosis,"Until now, it has been widely recognized that a relatively high level of ROS causes redox imbalance, leading to the induction of cell apoptosis or necrosis under various physiological and pathological conditions [57] ."
an acute infection,Upper respiratory tract infections (URTIs),"Upper respiratory tract infections (URTIs) are disorders caused by an acute infection, commonly involving the nose, sinuses, pharynx or larynx."
r elapse,an increase of VZV-positive PBMCs,"Using flow cytometry, the authors were also able to show that r elapse was associated with an increase of VZV-positive PBMCs when compared to patients in remission or controls."
lowering plasma Ang II using native rACE2,mitigated an increase in blood pressure caused by Ang II administration,"Using this protocol previously, we have demonstrated that lowering plasma Ang II using native rACE2 effectively  mitigated an increase in blood pressure caused by Ang II administration."
abnormal accumulation of lipofuscin or other pigments,Vacuolation,Vacuolation  may also be associated with abnormal accumulation of lipofuscin or other pigments that are metabolic by-products of RPE processing of shed photoreceptor outer segments.
a typical person infected at time t,the number of secondary infections,"ventions and the depletion of the susceptible population can be captured with the effective reproductive number R(t), which is the number of secondary infections caused by a typical person infected at time t."
Viral infections,exacerbation event,Viral infections were more strongly associated with an exacerbation event than with frequent exacerbations.
an overlap with the VP1b ORF,high conservation in this region,We believe that such high conservation in this region was caused by an overlap with the VP1b ORF.
an increased risk of transmission,the presence of school-age children in a household,We hypothesise that the presence of school-age children in a household will be associated with  an increased risk of transmission.
"a viral epidemic or pandemic, and examining its impact on HCWs mental health during or after the crisis",studies on any type of health emergency,"We included  studies on any type of health emergency caused by  a viral epidemic or pandemic, and examining its impact on HCWs mental health during or after the crisis."
an abnormal immune response to common viral infections in the formation of TRIs and the renal injury,excess IFN,We propose a possible role for excess IFN triggered by an abnormal immune response to common viral infections in the formation of TRIs and the renal injury.
a typical primary case,the expected number of secondary cases,"We selected a period of exponential growth in the epidemic curve to calculated R0, which was defined as the expected number of secondary cases produced by a typical primary case."
a wide range of factors,the design and construction of the man-made enclosed spaces,"While  the design and construction of the man-made enclosed spaces may be intrinsic, their operation and management is strongly influenced by  a wide range of factors."
a single individual,potential secondary cases,"While mostly a preventive measure to identify cases before complications, it directly informs us about potential secondary cases caused by a single individual, and therefore provides us with an estimate for G 1 (x)."
manual ventilation before intubation,an increased risk of SARS infection,"While other procedures, including  tracheotomy,  non-invasive ventilation , and  manual ventilation before intubation were associated with  an increased risk of SARS infection, given the paucity of studies and lack of robustness, these findings were considered difficult to interpret with respect to drawing firm conclusions."
non-invasive ventilation,an increased risk of SARS infection,"While other procedures, including  tracheotomy,  non-invasive ventilation , and  manual ventilation before intubation were associated with  an increased risk of SARS infection, given the paucity of studies and lack of robustness, these findings were considered difficult to interpret with respect to drawing firm conclusions."
tracheotomy,an increased risk of SARS infection,"While other procedures, including  tracheotomy,  non-invasive ventilation , and  manual ventilation before intubation were associated with  an increased risk of SARS infection, given the paucity of studies and lack of robustness, these findings were considered difficult to interpret with respect to drawing firm conclusions."
immune control of the majority of gut nematodes,T-helper cell 2 (Th2) immune response,"While the immune control of the majority of gut nematodes is associated with a T-helper cell 2 (Th2) immune response [17, 18] , many nematodes are able to subvert this response to varying degrees."
a peptide sequence within NP-43-53,protection seen in her experiment,Wilson reported that protection seen in her experiment was due to a peptide sequence within NP-43-53.
Window pane condensation,"infection rhinitis, allergic rhinitis and antibiotic medication for respiratory infections","Window pane condensation was associated with infection rhinitis, allergic rhinitis and antibiotic medication for respiratory infections."
